Member_number,Date,itemDescription,year,month,day,day_of_week
3508,15/12/2014,waffles,2014,12,15,0
3849,15/12/2014,root vegetables,2014,12,15,0
3849,15/12/2014,beverages,2014,12,15,0
4137,15/12/2014,salty snack,2014,12,15,0
4137,15/12/2014,soda,2014,12,15,0
4137,15/12/2014,oil,2014,12,15,0
4296,15/12/2014,sausage,2014,12,15,0
4296,15/12/2014,chocolate,2014,12,15,0
4628,15/12/2014,ham,2014,12,15,0
4628,15/12/2014,UHT-milk,2014,12,15,0
1087,16/12/2014,soda,2014,12,16,1
1087,16/12/2014,flower (seeds),2014,12,16,1
1087,16/12/2014,jam,2014,12,16,1
1242,16/12/2014,butter,2014,12,16,1
1242,16/12/2014,chocolate,2014,12,16,1
1799,16/12/2014,tropical fruit,2014,12,16,1
1799,16/12/2014,condensed milk,2014,12,16,1
1799,16/12/2014,pastry,2014,12,16,1
1841,16/12/2014,soft cheese,2014,12,16,1
1841,16/12/2014,sugar,2014,12,16,1
1896,16/12/2014,butter,2014,12,16,1
1896,16/12/2014,dish cleaner,2014,12,16,1
1896,16/12/2014,light bulbs,2014,12,16,1
1979,16/12/2014,salty snack,2014,12,16,1
1979,16/12/2014,butter milk,2014,12,16,1
2209,16/12/2014,root vegetables,2014,12,16,1
2209,16/12/2014,whole milk,2014,12,16,1
2253,16/12/2014,root vegetables,2014,12,16,1
2253,16/12/2014,butter milk,2014,12,16,1
2504,16/12/2014,curd,2014,12,16,1
2504,16/12/2014,waffles,2014,12,16,1
2540,16/12/2014,whole milk,2014,12,16,1
2540,16/12/2014,canned beer,2014,12,16,1
2673,16/12/2014,yogurt,2014,12,16,1
2673,16/12/2014,yogurt,2014,12,16,1
2679,16/12/2014,curd cheese,2014,12,16,1
2679,16/12/2014,chocolate marshmallow,2014,12,16,1
2687,16/12/2014,curd,2014,12,16,1
2687,16/12/2014,spices,2014,12,16,1
2687,16/12/2014,frozen fish,2014,12,16,1
3099,16/12/2014,citrus fruit,2014,12,16,1
3099,16/12/2014,butter milk,2014,12,16,1
3099,16/12/2014,cream cheese ,2014,12,16,1
3204,16/12/2014,cream cheese ,2014,12,16,1
3204,16/12/2014,popcorn,2014,12,16,1
3204,16/12/2014,frozen fish,2014,12,16,1
3211,16/12/2014,tropical fruit,2014,12,16,1
3211,16/12/2014,rolls/buns,2014,12,16,1
3407,16/12/2014,coffee,2014,12,16,1
3407,16/12/2014,cling film/bags,2014,12,16,1
3462,16/12/2014,berries,2014,12,16,1
3462,16/12/2014,specialty cheese,2014,12,16,1
3596,16/12/2014,nuts/prunes,2014,12,16,1
3596,16/12/2014,whole milk,2014,12,16,1
3619,16/12/2014,sugar,2014,12,16,1
3619,16/12/2014,napkins,2014,12,16,1
3734,16/12/2014,salty snack,2014,12,16,1
3734,16/12/2014,rolls/buns,2014,12,16,1
3881,16/12/2014,frozen vegetables,2014,12,16,1
3881,16/12/2014,frozen vegetables,2014,12,16,1
3942,16/12/2014,hamburger meat,2014,12,16,1
3942,16/12/2014,flour,2014,12,16,1
3942,16/12/2014,cling film/bags,2014,12,16,1
4071,16/12/2014,beverages,2014,12,16,1
4071,16/12/2014,other vegetables,2014,12,16,1
4154,16/12/2014,beef,2014,12,16,1
4154,16/12/2014,pasta,2014,12,16,1
4244,16/12/2014,frozen fruits,2014,12,16,1
4244,16/12/2014,pot plants,2014,12,16,1
4259,16/12/2014,pastry,2014,12,16,1
4259,16/12/2014,ice cream,2014,12,16,1
4488,16/12/2014,other vegetables,2014,12,16,1
4488,16/12/2014,specialty fat,2014,12,16,1
4760,16/12/2014,other vegetables,2014,12,16,1
4760,16/12/2014,dishes,2014,12,16,1
4773,16/12/2014,curd,2014,12,16,1
4773,16/12/2014,bottled beer,2014,12,16,1
1047,17/12/2014,pip fruit,2014,12,17,2
1047,17/12/2014,soda,2014,12,17,2
1230,17/12/2014,soda,2014,12,17,2
1230,17/12/2014,canned beer,2014,12,17,2
1602,17/12/2014,other vegetables,2014,12,17,2
1602,17/12/2014,whipped/sour cream,2014,12,17,2
1747,17/12/2014,canned beer,2014,12,17,2
1747,17/12/2014,red/blush wine,2014,12,17,2
2048,17/12/2014,rolls/buns,2014,12,17,2
2048,17/12/2014,other vegetables,2014,12,17,2
2092,17/12/2014,salty snack,2014,12,17,2
2092,17/12/2014,bottled water,2014,12,17,2
2143,17/12/2014,yogurt,2014,12,17,2
2143,17/12/2014,frozen vegetables,2014,12,17,2
2252,17/12/2014,soda,2014,12,17,2
2252,17/12/2014,spices,2014,12,17,2
2252,17/12/2014,shopping bags,2014,12,17,2
2298,17/12/2014,citrus fruit,2014,12,17,2
2298,17/12/2014,napkins,2014,12,17,2
2958,17/12/2014,bottled water,2014,12,17,2
2958,17/12/2014,chocolate,2014,12,17,2
3078,17/12/2014,yogurt,2014,12,17,2
3078,17/12/2014,detergent,2014,12,17,2
3256,17/12/2014,cream cheese ,2014,12,17,2
3256,17/12/2014,toilet cleaner,2014,12,17,2
3556,17/12/2014,butter milk,2014,12,17,2
3556,17/12/2014,whipped/sour cream,2014,12,17,2
3562,17/12/2014,butter,2014,12,17,2
3562,17/12/2014,male cosmetics,2014,12,17,2
3562,17/12/2014,newspapers,2014,12,17,2
3670,17/12/2014,rolls/buns,2014,12,17,2
3670,17/12/2014,detergent,2014,12,17,2
3713,17/12/2014,citrus fruit,2014,12,17,2
3713,17/12/2014,whole milk,2014,12,17,2
4294,17/12/2014,butter milk,2014,12,17,2
4294,17/12/2014,flour,2014,12,17,2
4526,17/12/2014,soda,2014,12,17,2
4526,17/12/2014,soda,2014,12,17,2
4531,17/12/2014,chocolate marshmallow,2014,12,17,2
4531,17/12/2014,flour,2014,12,17,2
4642,17/12/2014,newspapers,2014,12,17,2
4642,17/12/2014,domestic eggs,2014,12,17,2
4690,17/12/2014,rolls/buns,2014,12,17,2
4690,17/12/2014,rolls/buns,2014,12,17,2
4837,17/12/2014,whole milk,2014,12,17,2
4837,17/12/2014,cat food,2014,12,17,2
4837,17/12/2014,long life bakery product,2014,12,17,2
1069,18/12/2014,salt,2014,12,18,3
1069,18/12/2014,domestic eggs,2014,12,18,3
1100,18/12/2014,whole milk,2014,12,18,3
1100,18/12/2014,yogurt,2014,12,18,3
1767,18/12/2014,bottled water,2014,12,18,3
1767,18/12/2014,shopping bags,2014,12,18,3
1773,18/12/2014,bottled water,2014,12,18,3
1773,18/12/2014,canned vegetables,2014,12,18,3
2180,18/12/2014,other vegetables,2014,12,18,3
2180,18/12/2014,butter,2014,12,18,3
2184,18/12/2014,onions,2014,12,18,3
2184,18/12/2014,soda,2014,12,18,3
2270,18/12/2014,tropical fruit,2014,12,18,3
2270,18/12/2014,domestic eggs,2014,12,18,3
2520,18/12/2014,dessert,2014,12,18,3
2520,18/12/2014,other vegetables,2014,12,18,3
2710,18/12/2014,soda,2014,12,18,3
2710,18/12/2014,waffles,2014,12,18,3
2719,18/12/2014,grapes,2014,12,18,3
2719,18/12/2014,root vegetables,2014,12,18,3
3550,18/12/2014,ice cream,2014,12,18,3
3550,18/12/2014,waffles,2014,12,18,3
3559,18/12/2014,spread cheese,2014,12,18,3
3559,18/12/2014,cooking chocolate,2014,12,18,3
3757,18/12/2014,tropical fruit,2014,12,18,3
3757,18/12/2014,sugar,2014,12,18,3
3961,18/12/2014,tropical fruit,2014,12,18,3
3961,18/12/2014,soda,2014,12,18,3
4008,18/12/2014,tropical fruit,2014,12,18,3
4008,18/12/2014,canned fish,2014,12,18,3
4015,18/12/2014,hamburger meat,2014,12,18,3
4015,18/12/2014,yogurt,2014,12,18,3
4051,18/12/2014,bottled water,2014,12,18,3
4051,18/12/2014,waffles,2014,12,18,3
4051,18/12/2014,white bread,2014,12,18,3
4058,18/12/2014,specialty cheese,2014,12,18,3
4058,18/12/2014,butter milk,2014,12,18,3
4178,18/12/2014,bottled beer,2014,12,18,3
4178,18/12/2014,white bread,2014,12,18,3
4305,18/12/2014,newspapers,2014,12,18,3
4305,18/12/2014,soda,2014,12,18,3
4482,18/12/2014,jam,2014,12,18,3
4482,18/12/2014,cream cheese ,2014,12,18,3
4623,18/12/2014,brandy,2014,12,18,3
4623,18/12/2014,whole milk,2014,12,18,3
4787,18/12/2014,rolls/buns,2014,12,18,3
4787,18/12/2014,cling film/bags,2014,12,18,3
4832,18/12/2014,specialty bar,2014,12,18,3
4832,18/12/2014,soda,2014,12,18,3
4925,18/12/2014,pip fruit,2014,12,18,3
4925,18/12/2014,rolls/buns,2014,12,18,3
1286,19/12/2014,root vegetables,2014,12,19,4
1286,19/12/2014,chewing gum,2014,12,19,4
1356,19/12/2014,onions,2014,12,19,4
1356,19/12/2014,berries,2014,12,19,4
1391,19/12/2014,white wine,2014,12,19,4
1391,19/12/2014,processed cheese,2014,12,19,4
1591,19/12/2014,root vegetables,2014,12,19,4
1591,19/12/2014,white bread,2014,12,19,4
1826,19/12/2014,sausage,2014,12,19,4
1826,19/12/2014,soda,2014,12,19,4
1908,19/12/2014,frozen vegetables,2014,12,19,4
1908,19/12/2014,soft cheese,2014,12,19,4
2014,19/12/2014,pip fruit,2014,12,19,4
2014,19/12/2014,yogurt,2014,12,19,4
2014,19/12/2014,syrup,2014,12,19,4
2042,19/12/2014,curd,2014,12,19,4
2042,19/12/2014,newspapers,2014,12,19,4
2056,19/12/2014,hard cheese,2014,12,19,4
2056,19/12/2014,flower soil/fertilizer,2014,12,19,4
2056,19/12/2014,condensed milk,2014,12,19,4
2056,19/12/2014,curd,2014,12,19,4
2132,19/12/2014,whipped/sour cream,2014,12,19,4
2132,19/12/2014,newspapers,2014,12,19,4
2342,19/12/2014,root vegetables,2014,12,19,4
2342,19/12/2014,bottled water,2014,12,19,4
2512,19/12/2014,other vegetables,2014,12,19,4
2512,19/12/2014,shopping bags,2014,12,19,4
2907,19/12/2014,ham,2014,12,19,4
2907,19/12/2014,pastry,2014,12,19,4
2907,19/12/2014,sugar,2014,12,19,4
2944,19/12/2014,frozen vegetables,2014,12,19,4
2944,19/12/2014,newspapers,2014,12,19,4
3100,19/12/2014,canned beer,2014,12,19,4
3100,19/12/2014,root vegetables,2014,12,19,4
3213,19/12/2014,photo/film,2014,12,19,4
3213,19/12/2014,rolls/buns,2014,12,19,4
3258,19/12/2014,curd,2014,12,19,4
3258,19/12/2014,yogurt,2014,12,19,4
3361,19/12/2014,butter milk,2014,12,19,4
3361,19/12/2014,hygiene articles,2014,12,19,4
3366,19/12/2014,white wine,2014,12,19,4
3366,19/12/2014,white bread,2014,12,19,4
3663,19/12/2014,chewing gum,2014,12,19,4
3663,19/12/2014,cream cheese ,2014,12,19,4
3923,19/12/2014,root vegetables,2014,12,19,4
3923,19/12/2014,bottled water,2014,12,19,4
3956,19/12/2014,butter milk,2014,12,19,4
3956,19/12/2014,root vegetables,2014,12,19,4
4271,19/12/2014,whipped/sour cream,2014,12,19,4
4271,19/12/2014,shopping bags,2014,12,19,4
4271,19/12/2014,pasta,2014,12,19,4
4526,19/12/2014,UHT-milk,2014,12,19,4
4526,19/12/2014,other vegetables,2014,12,19,4
4526,19/12/2014,cake bar,2014,12,19,4
4555,19/12/2014,chocolate,2014,12,19,4
4555,19/12/2014,brown bread,2014,12,19,4
4604,19/12/2014,specialty chocolate,2014,12,19,4
4604,19/12/2014,soda,2014,12,19,4
4725,19/12/2014,brown bread,2014,12,19,4
4725,19/12/2014,shopping bags,2014,12,19,4
4772,19/12/2014,tropical fruit,2014,12,19,4
4772,19/12/2014,soda,2014,12,19,4
1492,20/12/2014,frankfurter,2014,12,20,5
1492,20/12/2014,yogurt,2014,12,20,5
1635,20/12/2014,whole milk,2014,12,20,5
1635,20/12/2014,shopping bags,2014,12,20,5
1653,20/12/2014,citrus fruit,2014,12,20,5
1653,20/12/2014,rolls/buns,2014,12,20,5
1653,20/12/2014,canned fish,2014,12,20,5
1869,20/12/2014,oil,2014,12,20,5
1869,20/12/2014,misc. beverages,2014,12,20,5
2070,20/12/2014,pot plants,2014,12,20,5
2070,20/12/2014,frozen dessert,2014,12,20,5
2564,20/12/2014,curd,2014,12,20,5
2564,20/12/2014,butter,2014,12,20,5
2686,20/12/2014,ready soups,2014,12,20,5
2686,20/12/2014,pastry,2014,12,20,5
2705,20/12/2014,root vegetables,2014,12,20,5
2705,20/12/2014,sweet spreads,2014,12,20,5
2813,20/12/2014,other vegetables,2014,12,20,5
2813,20/12/2014,yogurt,2014,12,20,5
2876,20/12/2014,whole milk,2014,12,20,5
2876,20/12/2014,shopping bags,2014,12,20,5
3014,20/12/2014,tropical fruit,2014,12,20,5
3014,20/12/2014,root vegetables,2014,12,20,5
3496,20/12/2014,margarine,2014,12,20,5
3496,20/12/2014,long life bakery product,2014,12,20,5
3592,20/12/2014,canned beer,2014,12,20,5
3592,20/12/2014,cream cheese ,2014,12,20,5
4259,20/12/2014,domestic eggs,2014,12,20,5
4259,20/12/2014,domestic eggs,2014,12,20,5
4499,20/12/2014,fruit/vegetable juice,2014,12,20,5
4499,20/12/2014,canned vegetables,2014,12,20,5
4690,20/12/2014,salty snack,2014,12,20,5
4690,20/12/2014,condensed milk,2014,12,20,5
1129,21/12/2014,cream cheese ,2014,12,21,6
1129,21/12/2014,specialty chocolate,2014,12,21,6
1386,21/12/2014,pork,2014,12,21,6
1386,21/12/2014,sugar,2014,12,21,6
1609,21/12/2014,other vegetables,2014,12,21,6
1609,21/12/2014,sugar,2014,12,21,6
1834,21/12/2014,berries,2014,12,21,6
1834,21/12/2014,baking powder,2014,12,21,6
2688,21/12/2014,whole milk,2014,12,21,6
2688,21/12/2014,whole milk,2014,12,21,6
2688,21/12/2014,pastry,2014,12,21,6
2957,21/12/2014,bottled water,2014,12,21,6
2957,21/12/2014,bottled beer,2014,12,21,6
3210,21/12/2014,citrus fruit,2014,12,21,6
3210,21/12/2014,cling film/bags,2014,12,21,6
3210,21/12/2014,hard cheese,2014,12,21,6
3303,21/12/2014,root vegetables,2014,12,21,6
3303,21/12/2014,margarine,2014,12,21,6
3619,21/12/2014,cat food,2014,12,21,6
3619,21/12/2014,newspapers,2014,12,21,6
3771,21/12/2014,bottled water,2014,12,21,6
3771,21/12/2014,dishes,2014,12,21,6
3838,21/12/2014,light bulbs,2014,12,21,6
3838,21/12/2014,cooking chocolate,2014,12,21,6
3890,21/12/2014,soda,2014,12,21,6
3890,21/12/2014,frozen potato products,2014,12,21,6
4003,21/12/2014,shopping bags,2014,12,21,6
4003,21/12/2014,detergent,2014,12,21,6
4009,21/12/2014,butter,2014,12,21,6
4009,21/12/2014,soda,2014,12,21,6
4137,21/12/2014,fruit/vegetable juice,2014,12,21,6
4137,21/12/2014,fruit/vegetable juice,2014,12,21,6
4152,21/12/2014,hamburger meat,2014,12,21,6
4152,21/12/2014,condensed milk,2014,12,21,6
4473,21/12/2014,specialty bar,2014,12,21,6
4473,21/12/2014,canned beer,2014,12,21,6
4972,21/12/2014,citrus fruit,2014,12,21,6
4972,21/12/2014,frozen vegetables,2014,12,21,6
1294,22/12/2014,whipped/sour cream,2014,12,22,0
1294,22/12/2014,soft cheese,2014,12,22,0
1353,22/12/2014,whipped/sour cream,2014,12,22,0
1353,22/12/2014,bottled water,2014,12,22,0
1480,22/12/2014,pip fruit,2014,12,22,0
1480,22/12/2014,bottled water,2014,12,22,0
1707,22/12/2014,bottled beer,2014,12,22,0
1707,22/12/2014,brown bread,2014,12,22,0
1778,22/12/2014,beef,2014,12,22,0
1778,22/12/2014,whole milk,2014,12,22,0
1819,22/12/2014,coffee,2014,12,22,0
1819,22/12/2014,fruit/vegetable juice,2014,12,22,0
2034,22/12/2014,meat,2014,12,22,0
2034,22/12/2014,rolls/buns,2014,12,22,0
2341,22/12/2014,rolls/buns,2014,12,22,0
2341,22/12/2014,shopping bags,2014,12,22,0
2427,22/12/2014,pip fruit,2014,12,22,0
2427,22/12/2014,other vegetables,2014,12,22,0
2568,22/12/2014,canned beer,2014,12,22,0
2568,22/12/2014,candy,2014,12,22,0
3024,22/12/2014,UHT-milk,2014,12,22,0
3024,22/12/2014,roll products ,2014,12,22,0
3024,22/12/2014,salt,2014,12,22,0
3249,22/12/2014,ham,2014,12,22,0
3249,22/12/2014,beverages,2014,12,22,0
3737,22/12/2014,whipped/sour cream,2014,12,22,0
3737,22/12/2014,other vegetables,2014,12,22,0
3743,22/12/2014,pickled vegetables,2014,12,22,0
3743,22/12/2014,hard cheese,2014,12,22,0
3745,22/12/2014,specialty bar,2014,12,22,0
3745,22/12/2014,soda,2014,12,22,0
4103,22/12/2014,yogurt,2014,12,22,0
4103,22/12/2014,curd,2014,12,22,0
4695,22/12/2014,beef,2014,12,22,0
4695,22/12/2014,butter,2014,12,22,0
4991,22/12/2014,other vegetables,2014,12,22,0
4991,22/12/2014,root vegetables,2014,12,22,0
1309,23/12/2014,dessert,2014,12,23,1
1309,23/12/2014,butter,2014,12,23,1
1597,23/12/2014,other vegetables,2014,12,23,1
1597,23/12/2014,oil,2014,12,23,1
1610,23/12/2014,bottled beer,2014,12,23,1
1610,23/12/2014,pastry,2014,12,23,1
1610,23/12/2014,cream cheese ,2014,12,23,1
1991,23/12/2014,bottled beer,2014,12,23,1
1991,23/12/2014,soap,2014,12,23,1
2017,23/12/2014,root vegetables,2014,12,23,1
2017,23/12/2014,bottled beer,2014,12,23,1
2017,23/12/2014,bottled water,2014,12,23,1
2290,23/12/2014,brown bread,2014,12,23,1
2290,23/12/2014,margarine,2014,12,23,1
2290,23/12/2014,chocolate,2014,12,23,1
2290,23/12/2014,fruit/vegetable juice,2014,12,23,1
2346,23/12/2014,liver loaf,2014,12,23,1
2346,23/12/2014,fruit/vegetable juice,2014,12,23,1
2533,23/12/2014,hamburger meat,2014,12,23,1
2533,23/12/2014,yogurt,2014,12,23,1
2533,23/12/2014,bottled water,2014,12,23,1
2645,23/12/2014,hygiene articles,2014,12,23,1
2645,23/12/2014,hygiene articles,2014,12,23,1
2645,23/12/2014,pastry,2014,12,23,1
2696,23/12/2014,whole milk,2014,12,23,1
2696,23/12/2014,seasonal products,2014,12,23,1
3024,23/12/2014,tropical fruit,2014,12,23,1
3024,23/12/2014,detergent,2014,12,23,1
3452,23/12/2014,canned beer,2014,12,23,1
3452,23/12/2014,rolls/buns,2014,12,23,1
3458,23/12/2014,other vegetables,2014,12,23,1
3458,23/12/2014,dessert,2014,12,23,1
3475,23/12/2014,other vegetables,2014,12,23,1
3475,23/12/2014,yogurt,2014,12,23,1
3599,23/12/2014,white bread,2014,12,23,1
3599,23/12/2014,cleaner,2014,12,23,1
3635,23/12/2014,beef,2014,12,23,1
3635,23/12/2014,pasta,2014,12,23,1
3650,23/12/2014,bottled beer,2014,12,23,1
3650,23/12/2014,frozen vegetables,2014,12,23,1
3822,23/12/2014,yogurt,2014,12,23,1
3822,23/12/2014,fruit/vegetable juice,2014,12,23,1
3889,23/12/2014,other vegetables,2014,12,23,1
3889,23/12/2014,soda,2014,12,23,1
4013,23/12/2014,canned vegetables,2014,12,23,1
4013,23/12/2014,popcorn,2014,12,23,1
4049,23/12/2014,dishes,2014,12,23,1
4049,23/12/2014,frozen fish,2014,12,23,1
4113,23/12/2014,onions,2014,12,23,1
4113,23/12/2014,curd,2014,12,23,1
4387,23/12/2014,whipped/sour cream,2014,12,23,1
4387,23/12/2014,coffee,2014,12,23,1
4744,23/12/2014,other vegetables,2014,12,23,1
4744,23/12/2014,yogurt,2014,12,23,1
4744,23/12/2014,salty snack,2014,12,23,1
4830,23/12/2014,whole milk,2014,12,23,1
4830,23/12/2014,dish cleaner,2014,12,23,1
4852,23/12/2014,chewing gum,2014,12,23,1
4852,23/12/2014,condensed milk,2014,12,23,1
4854,23/12/2014,root vegetables,2014,12,23,1
4854,23/12/2014,bottled beer,2014,12,23,1
4965,23/12/2014,ham,2014,12,23,1
4965,23/12/2014,whole milk,2014,12,23,1
1076,24/12/2014,sausage,2014,12,24,2
1076,24/12/2014,brown bread,2014,12,24,2
1504,24/12/2014,root vegetables,2014,12,24,2
1504,24/12/2014,cleaner,2014,12,24,2
1510,24/12/2014,domestic eggs,2014,12,24,2
1510,24/12/2014,candy,2014,12,24,2
1522,24/12/2014,margarine,2014,12,24,2
1522,24/12/2014,frozen meals,2014,12,24,2
1522,24/12/2014,dish cleaner,2014,12,24,2
1522,24/12/2014,yogurt,2014,12,24,2
1625,24/12/2014,frozen meals,2014,12,24,2
1625,24/12/2014,jam,2014,12,24,2
1758,24/12/2014,salt,2014,12,24,2
1758,24/12/2014,whole milk,2014,12,24,2
1758,24/12/2014,pickled vegetables,2014,12,24,2
2093,24/12/2014,whipped/sour cream,2014,12,24,2
2093,24/12/2014,specialty bar,2014,12,24,2
2550,24/12/2014,candy,2014,12,24,2
2550,24/12/2014,whole milk,2014,12,24,2
2619,24/12/2014,other vegetables,2014,12,24,2
2619,24/12/2014,whole milk,2014,12,24,2
2784,24/12/2014,misc. beverages,2014,12,24,2
2784,24/12/2014,cling film/bags,2014,12,24,2
2856,24/12/2014,instant coffee,2014,12,24,2
2856,24/12/2014,sparkling wine,2014,12,24,2
3227,24/12/2014,chicken,2014,12,24,2
3227,24/12/2014,whole milk,2014,12,24,2
3227,24/12/2014,soda,2014,12,24,2
3361,24/12/2014,pork,2014,12,24,2
3361,24/12/2014,berries,2014,12,24,2
3402,24/12/2014,roll products ,2014,12,24,2
3402,24/12/2014,soda,2014,12,24,2
3456,24/12/2014,softener,2014,12,24,2
3456,24/12/2014,margarine,2014,12,24,2
3456,24/12/2014,hygiene articles,2014,12,24,2
3682,24/12/2014,other vegetables,2014,12,24,2
3682,24/12/2014,margarine,2014,12,24,2
3682,24/12/2014,shopping bags,2014,12,24,2
3682,24/12/2014,processed cheese,2014,12,24,2
3729,24/12/2014,shopping bags,2014,12,24,2
3729,24/12/2014,other vegetables,2014,12,24,2
3729,24/12/2014,newspapers,2014,12,24,2
3729,24/12/2014,domestic eggs,2014,12,24,2
4297,24/12/2014,whole milk,2014,12,24,2
4297,24/12/2014,other vegetables,2014,12,24,2
4297,24/12/2014,curd,2014,12,24,2
4301,24/12/2014,pip fruit,2014,12,24,2
4301,24/12/2014,herbs,2014,12,24,2
4301,24/12/2014,other vegetables,2014,12,24,2
4363,24/12/2014,long life bakery product,2014,12,24,2
4363,24/12/2014,frozen vegetables,2014,12,24,2
4569,24/12/2014,other vegetables,2014,12,24,2
4569,24/12/2014,abrasive cleaner,2014,12,24,2
4569,24/12/2014,bottled beer,2014,12,24,2
4594,24/12/2014,whole milk,2014,12,24,2
4594,24/12/2014,bottled beer,2014,12,24,2
4594,24/12/2014,frozen vegetables,2014,12,24,2
4853,24/12/2014,frozen meals,2014,12,24,2
4853,24/12/2014,other vegetables,2014,12,24,2
4868,24/12/2014,root vegetables,2014,12,24,2
4868,24/12/2014,fruit/vegetable juice,2014,12,24,2
4868,24/12/2014,bottled water,2014,12,24,2
4868,24/12/2014,soda,2014,12,24,2
1065,25/12/2014,red/blush wine,2014,12,25,3
1065,25/12/2014,frozen fish,2014,12,25,3
1101,25/12/2014,brown bread,2014,12,25,3
1101,25/12/2014,sparkling wine,2014,12,25,3
1410,25/12/2014,other vegetables,2014,12,25,3
1410,25/12/2014,waffles,2014,12,25,3
1410,25/12/2014,rolls/buns,2014,12,25,3
1410,25/12/2014,chocolate,2014,12,25,3
1506,25/12/2014,cat food,2014,12,25,3
1506,25/12/2014,pet care,2014,12,25,3
1506,25/12/2014,oil,2014,12,25,3
1612,25/12/2014,yogurt,2014,12,25,3
1612,25/12/2014,citrus fruit,2014,12,25,3
1612,25/12/2014,ice cream,2014,12,25,3
1612,25/12/2014,soups,2014,12,25,3
1659,25/12/2014,brown bread,2014,12,25,3
1659,25/12/2014,frozen dessert,2014,12,25,3
1991,25/12/2014,butter,2014,12,25,3
1991,25/12/2014,flour,2014,12,25,3
1991,25/12/2014,fruit/vegetable juice,2014,12,25,3
1991,25/12/2014,fruit/vegetable juice,2014,12,25,3
2218,25/12/2014,whole milk,2014,12,25,3
2218,25/12/2014,brown bread,2014,12,25,3
2576,25/12/2014,meat,2014,12,25,3
2576,25/12/2014,fruit/vegetable juice,2014,12,25,3
3122,25/12/2014,soda,2014,12,25,3
3122,25/12/2014,rolls/buns,2014,12,25,3
3246,25/12/2014,soda,2014,12,25,3
3246,25/12/2014,root vegetables,2014,12,25,3
3246,25/12/2014,whole milk,2014,12,25,3
3246,25/12/2014,pastry,2014,12,25,3
3338,25/12/2014,pip fruit,2014,12,25,3
3338,25/12/2014,seasonal products,2014,12,25,3
3484,25/12/2014,beef,2014,12,25,3
3484,25/12/2014,shopping bags,2014,12,25,3
3484,25/12/2014,pickled vegetables,2014,12,25,3
3521,25/12/2014,soda,2014,12,25,3
3521,25/12/2014,yogurt,2014,12,25,3
3761,25/12/2014,whole milk,2014,12,25,3
3761,25/12/2014,long life bakery product,2014,12,25,3
3813,25/12/2014,beef,2014,12,25,3
3813,25/12/2014,specialty bar,2014,12,25,3
3813,25/12/2014,rolls/buns,2014,12,25,3
4077,25/12/2014,bottled water,2014,12,25,3
4077,25/12/2014,sauces,2014,12,25,3
4124,25/12/2014,chicken,2014,12,25,3
4124,25/12/2014,rolls/buns,2014,12,25,3
4178,25/12/2014,root vegetables,2014,12,25,3
4178,25/12/2014,brown bread,2014,12,25,3
4194,25/12/2014,frozen vegetables,2014,12,25,3
4194,25/12/2014,fruit/vegetable juice,2014,12,25,3
4216,25/12/2014,butter milk,2014,12,25,3
4216,25/12/2014,citrus fruit,2014,12,25,3
4252,25/12/2014,ham,2014,12,25,3
4252,25/12/2014,newspapers,2014,12,25,3
4254,25/12/2014,shopping bags,2014,12,25,3
4254,25/12/2014,domestic eggs,2014,12,25,3
4407,25/12/2014,soda,2014,12,25,3
4407,25/12/2014,bottled water,2014,12,25,3
4614,25/12/2014,salty snack,2014,12,25,3
4614,25/12/2014,sugar,2014,12,25,3
1051,26/12/2014,shopping bags,2014,12,26,4
1051,26/12/2014,shopping bags,2014,12,26,4
1152,26/12/2014,curd cheese,2014,12,26,4
1152,26/12/2014,soda,2014,12,26,4
1421,26/12/2014,beverages,2014,12,26,4
1421,26/12/2014,shopping bags,2014,12,26,4
1478,26/12/2014,soft cheese,2014,12,26,4
1478,26/12/2014,cream cheese ,2014,12,26,4
1521,26/12/2014,ham,2014,12,26,4
1521,26/12/2014,seasonal products,2014,12,26,4
1521,26/12/2014,cat food,2014,12,26,4
1587,26/12/2014,curd,2014,12,26,4
1587,26/12/2014,margarine,2014,12,26,4
1987,26/12/2014,chocolate,2014,12,26,4
1987,26/12/2014,long life bakery product,2014,12,26,4
2013,26/12/2014,yogurt,2014,12,26,4
2013,26/12/2014,onions,2014,12,26,4
2056,26/12/2014,citrus fruit,2014,12,26,4
2056,26/12/2014,soda,2014,12,26,4
2175,26/12/2014,chicken,2014,12,26,4
2175,26/12/2014,shopping bags,2014,12,26,4
2187,26/12/2014,specialty bar,2014,12,26,4
2187,26/12/2014,domestic eggs,2014,12,26,4
2553,26/12/2014,bottled water,2014,12,26,4
2553,26/12/2014,rolls/buns,2014,12,26,4
2737,26/12/2014,other vegetables,2014,12,26,4
2737,26/12/2014,shopping bags,2014,12,26,4
2737,26/12/2014,shopping bags,2014,12,26,4
2885,26/12/2014,butter,2014,12,26,4
2885,26/12/2014,long life bakery product,2014,12,26,4
3034,26/12/2014,bottled water,2014,12,26,4
3034,26/12/2014,pastry,2014,12,26,4
3113,26/12/2014,cream cheese ,2014,12,26,4
3113,26/12/2014,other vegetables,2014,12,26,4
3402,26/12/2014,flour,2014,12,26,4
3402,26/12/2014,flower (seeds),2014,12,26,4
3402,26/12/2014,bottled water,2014,12,26,4
3531,26/12/2014,berries,2014,12,26,4
3531,26/12/2014,butter,2014,12,26,4
3862,26/12/2014,bottled water,2014,12,26,4
